#       time         integral Re         integral Im         integral Re         integral Im
#       r =            50.000000           50.000000          100.000000          100.000000
  74.0000000    1.1723810002e-04    8.2334038705e-10   -7.5490411800e-05   -2.8378794279e-05
  75.0000000    1.8493502261e-04   -7.2002729152e-10   -1.9429186121e-04    1.5229965934e-05
  76.0000000    2.3057497707e-04   -2.7508114074e-09   -1.6971915877e-04    5.5206549359e-05
  77.0000000    2.3390030199e-04   -2.7136084680e-09   -3.5467213794e-05    5.9028129411e-05
  78.0000000    1.8574543966e-04    1.1171589097e-09    8.8638481658e-05    1.8673789641e-05
  79.0000000    9.7040105321e-05    6.5250844095e-09    1.1980597887e-04   -3.9732866645e-05
  80.0000000   -9.7917592457e-07    7.5375953402e-09    8.0154196839e-05   -7.3451670091e-05
  81.0000000   -6.5469180390e-05   -1.2753619569e-10    4.1537278559e-05   -5.5736770566e-05
  82.0000000   -6.6226431644e-05   -1.2456616667e-08    2.8543898131e-05    2.3464706193e-06
  83.0000000   -1.2389733045e-05   -1.7443369222e-08    3.2645705283e-06    5.9246371078e-05
  84.0000000    5.0929941699e-05   -5.5214551925e-09   -5.8571616691e-05    7.4072114364e-05
  85.0000000    7.7941476600e-05    1.8049606812e-08   -1.0997560985e-04    3.6960753344e-05
  86.0000000    5.5077460028e-05    3.2857305914e-08   -7.6835981171e-05   -2.4471489189e-05
  87.0000000    5.7888128987e-06    2.0039309536e-08    4.5245234328e-05   -6.6265891110e-05
  88.0000000   -3.0569556614e-05   -1.6939982563e-08    1.6259463460e-04   -6.0146094823e-05
  89.0000000   -2.8441628858e-05   -4.8940497288e-08    1.6954372594e-04   -1.2920167148e-05
  90.0000000    5.9034402332e-06   -4.3765185442e-08    6.0380385418e-05    4.0226063383e-05
  91.0000000    4.0972750833e-05    2.3697446931e-09   -5.7168383527e-05    6.2372306008e-05
  92.0000000    4.6060747233e-05    5.5070788538e-08   -6.5069610429e-05    4.0847296124e-05
  93.0000000    1.5070346297e-05    6.7889013789e-08    5.2449254621e-05   -6.1268981939e-06
  94.0000000   -3.0952547644e-05    2.4224935407e-08    1.9912339597e-04   -4.5059694846e-05
  95.0000000   -6.1356549798e-05   -4.3656661798e-08    2.6096656635e-04   -5.1435277352e-05
  96.0000000   -5.7323954983e-05   -7.9240300976e-08    2.0577556099e-04   -2.4513234315e-05
  97.0000000   -2.3547492463e-05   -5.0774988218e-08    9.8101566857e-05    1.5557933132e-05
  98.0000000    1.6503989541e-05    1.9261204474e-08    3.1786614308e-05    4.2960566941e-05
  99.0000000    3.9395408387e-05    7.2446903475e-08    5.3530974837e-05    4.2197684960e-05
 100.0000000    3.7900884940e-05    6.5210001617e-08    1.4066919298e-04    1.5903181101e-05
 101.0000000    1.9833311488e-05    6.3888566206e-09    2.3472861305e-04   -1.8400032292e-05
 102.0000000   -2.8015212310e-06   -5.2302433328e-08    2.8805803094e-04   -3.9781900353e-05
 103.0000000   -2.0011225597e-05   -6.3216654190e-08    2.8575271604e-04   -3.6653025300e-05
 104.0000000   -2.5762230141e-05   -2.3401120181e-08    2.3791252365e-04   -1.2995286215e-05
 105.0000000   -2.0143563211e-05    2.7277584818e-08    1.6100319001e-04    1.5563027371e-05
 106.0000000   -9.1481715376e-06    4.5772031535e-08    6.6506069046e-05    3.2519956010e-05
 107.0000000   -3.6978290929e-07    2.3927256089e-08   -3.8930293643e-05    3.0361553511e-05
 108.0000000    2.2800207853e-06   -9.8141664216e-09   -1.4800624869e-04    1.3349795113e-05
 109.0000000    3.3819720061e-07   -2.2480514714e-08   -2.4915138821e-04   -7.1643337788e-06
 110.0000000   -2.8403943320e-06   -8.0640345481e-09   -3.2802304578e-04   -2.0444782434e-05
 111.0000000   -5.7847486350e-06    1.1450090064e-08   -3.7332282501e-04   -2.1863152377e-05
 112.0000000   -7.7531764818e-06    1.2386496796e-08   -3.8334552561e-04   -1.3660812706e-05
 113.0000000   -7.7035748909e-06   -6.3192715276e-09   -3.6838912619e-04   -1.9166633898e-06
 114.0000000   -6.4172933293e-06   -2.4392409395e-08   -3.4567547905e-04    7.4949065974e-06
 115.0000000   -5.8147127599e-06   -2.2413827326e-08   -3.2860552991e-04    1.1522927309e-05
 116.0000000   -5.7755398755e-06   -5.3976608128e-10   -3.1801127885e-04    1.0332820203e-05
 117.0000000   -5.1716842084e-06    2.3496127996e-08   -3.0332552823e-04    6.1322382090e-06
 118.0000000   -4.4831002461e-06    3.1712324584e-08   -2.7360926612e-04    1.5423887743e-06
 119.0000000   -4.3907983463e-06    2.0094424768e-08   -2.2855220775e-04   -1.6858569727e-06
 120.0000000   -4.2656412135e-06   -1.5293544467e-09   -1.7848862918e-04   -3.2091254718e-06
 121.0000000   -3.8943080453e-06   -1.9522574516e-08   -1.3291928427e-04   -3.7409171629e-06
 122.0000000   -4.1466968776e-06   -2.5319409203e-08   -8.9136327853e-05   -4.0792763160e-06
 123.0000000   -5.3071234882e-06   -1.7932962666e-08   -3.3487026976e-05   -4.2633191506e-06
 124.0000000   -6.6136030888e-06   -2.5849663157e-09    4.4229929477e-05   -3.5925195080e-06
 125.0000000   -7.1972289456e-06    1.1521657733e-08    1.3609599021e-04   -1.4945676841e-06
 126.0000000   -6.6058230990e-06    1.5293222164e-08    2.1546724681e-04    1.6165868275e-06
 127.0000000   -5.0411228002e-06    6.5611127845e-09    2.5278953296e-04    4.3893506377e-06
 128.0000000   -3.3446606961e-06   -5.5206904640e-09    2.3581177148e-04    5.4900739029e-06
 129.0000000   -2.3558694742e-06   -6.2641731520e-09    1.7823987758e-04    4.5543162093e-06
 130.0000000   -2.3476765903e-06    9.5697586755e-09    1.1039019567e-04    2.2799626995e-06
 131.0000000   -3.1569352047e-06    2.7712172394e-08    5.9689683991e-05   -2.7894454054e-07
 132.0000000   -4.5506187811e-06    2.3715660129e-08    3.5937085520e-05   -2.4195839167e-06
 133.0000000   -6.1891632697e-06   -1.2052605523e-08    3.1009014411e-05   -3.8759076170e-06
 134.0000000   -7.3443029923e-06   -5.7391985850e-08    3.0514549919e-05   -4.4417030195e-06
 135.0000000   -7.1144801429e-06   -7.0846818942e-08    2.6275993230e-05   -3.7735393092e-06
 136.0000000   -5.1850565442e-06   -2.8301995683e-08    2.0025392732e-05   -1.7128426053e-06
 137.0000000   -2.3179832494e-06    4.9010285409e-08    1.7738628781e-05    1.2197849068e-06
 138.0000000   -1.2550385495e-07    1.0470448985e-07    2.1854325020e-05    3.7959193453e-06
 139.0000000   -2.0052453833e-07    9.1385149698e-08    2.8739754898e-05    4.7374696447e-06
 140.0000000   -2.8901815211e-06    1.1650987709e-08    3.2453386993e-05    3.5878324868e-06
 141.0000000   -6.6561342554e-06   -8.0466800193e-08    2.9955472029e-05    1.0527396558e-06
 142.0000000   -8.9168582886e-06   -1.2000280444e-07    2.2681107111e-05   -1.5005176330e-06
 143.0000000   -7.8748093444e-06   -8.0223725322e-08    1.3910234431e-05   -2.9629267295e-06
 144.0000000   -3.9062471122e-06    8.6643845275e-09    5.5226514299e-06   -3.0595560205e-06
 145.0000000    4.9480185927e-07    8.3999628075e-08   -2.3766958685e-06   -2.1975874067e-06
 146.0000000    2.2954041579e-06    9.7285295330e-08   -9.1265964922e-06   -9.0663625287e-07
 147.0000000    9.2159652876e-08    4.7467919277e-08   -1.1819628249e-05    5.0335040796e-07
 148.0000000   -4.7429663775e-06   -2.2286489898e-08   -7.0133209000e-06    1.8102681884e-06
 149.0000000   -8.9589899246e-06   -6.0154541206e-08    5.2210618031e-06    2.6116535511e-06
 150.0000000   -9.7082330265e-06   -4.5754334288e-08    1.9118520619e-05    2.4073038481e-06
 151.0000000   -6.4773123602e-06   -3.1024206135e-09    2.6075974682e-05    1.0636926851e-06
 152.0000000   -1.3454729336e-06    2.4086789784e-08    2.1066516904e-05   -8.4126300457e-07
 153.0000000    2.4730291199e-06    1.3077432224e-08    7.2647230498e-06   -2.2678274724e-06
 154.0000000    2.7042388625e-06   -1.8146321840e-08   -5.6003543350e-06   -2.4387690661e-06
 155.0000000   -6.2265830348e-07   -3.0474417287e-08   -8.4554233459e-06   -1.4007737015e-06
 156.0000000   -5.2512789675e-06   -4.0254895881e-09    1.3461831583e-08    8.1185520058e-08
 157.0000000   -8.1733102456e-06    3.9855751221e-08    1.2236982850e-05    1.1558617418e-06
 158.0000000   -7.6263425076e-06    5.7543437504e-08    1.7646795956e-05    1.4402173004e-06
 159.0000000   -4.1952657335e-06    2.5972946100e-08    1.0898545386e-05    1.0725218905e-06
 160.0000000   -2.6814085682e-07   -3.2364871531e-08   -3.9939158089e-06    3.9766629557e-07
 161.0000000    1.5953036085e-06   -6.7681124589e-08   -1.6652987099e-05   -2.8893659653e-07
 162.0000000    2.6684250645e-07   -4.7863861560e-08   -1.7995830158e-05   -7.4913394276e-07
 163.0000000   -3.2844510946e-06    1.1708186513e-08   -6.8030936099e-06   -7.6033154074e-07
 164.0000000   -6.6533596610e-06    6.0746435130e-08    9.4561008037e-06   -2.5117510012e-07
 165.0000000   -7.5653199831e-06    5.7561299977e-08    1.9909730740e-05    4.9788213882e-07
 166.0000000   -5.3220185094e-06    4.7098442550e-09    1.7790707066e-05    9.2266602255e-07
 167.0000000   -1.2449803512e-06   -5.4144397271e-08    4.9139496446e-06    6.0365631559e-07
 168.0000000    2.1455154911e-06   -7.1701155192e-08   -9.8573445524e-06   -3.0729726024e-07
 169.0000000    2.7662906051e-06   -3.4889712042e-08   -1.6892869755e-05   -1.1295815614e-06
 170.0000000    3.4842844015e-07    2.7912787019e-08   -1.2299401891e-05   -1.2037301504e-06
 171.0000000   -3.4650015146e-06    7.2414100735e-08   -1.3326048903e-07   -4.5943156105e-07
 172.0000000   -6.3372889438e-06    7.2042609646e-08    1.0951732092e-05    5.3393809322e-07
 173.0000000   -6.7955167197e-06    3.2440232719e-08    1.3879221052e-05    1.0722483039e-06
 174.0000000   -5.0173649590e-06   -1.9896133560e-08    7.6390569991e-06    8.9156469939e-07
 175.0000000   -2.4248924800e-06   -5.9244452192e-08   -2.7828461246e-06    3.0154448339e-07
 176.0000000   -5.7541927129e-07   -7.3363165164e-08   -1.0400052108e-05   -1.7858811178e-07
 177.0000000   -2.3858207920e-07   -6.1956794028e-08   -1.0926635277e-05   -2.8578438136e-07
 178.0000000   -1.1492563644e-06   -2.9608278855e-08   -5.0181162031e-06   -1.5834918144e-07
 179.0000000   -2.3571379150e-06    1.6695673454e-08    2.9350805696e-06   -9.7026815317e-08
 180.0000000   -2.8860345879e-06    6.4485994278e-08    8.0750623740e-06   -2.3237624025e-07
 181.0000000   -2.3627170516e-06    9.4468575369e-08    8.0349588602e-06   -4.1915199450e-07
 182.0000000   -1.2516488903e-06    8.7147788879e-08    3.8795320383e-06   -4.1574882431e-07
 183.0000000   -5.1713779256e-07    3.5541382547e-08   -1.1687787775e-06   -1.3798987322e-07
 184.0000000   -9.0465480053e-07   -4.4825602695e-08   -4.0793391949e-06    2.5800814164e-07
 185.0000000   -2.3439428965e-06   -1.1761621945e-07   -3.8323812207e-06    5.1817378719e-07
 186.0000000   -3.9464711431e-06   -1.4164114082e-07   -1.6513307288e-06    5.0180280238e-07
 187.0000000   -4.6262050648e-06   -9.4655173440e-08    2.5545936660e-07    2.6714010282e-07
 188.0000000   -3.8756838555e-06    8.6061170294e-09    3.7556316516e-07   -1.9434249171e-08
 189.0000000   -2.1189683522e-06    1.1814391333e-07   -1.2010534985e-06   -2.3261318457e-07
 190.0000000   -4.0060826808e-07    1.7384083869e-07   -3.1157953455e-06   -3.4726546950e-07
 191.0000000    3.3229182198e-07    1.4109857314e-07   -3.8439971542e-06   -3.7823623327e-07
 192.0000000   -1.7483043567e-07    3.4310767217e-08   -2.6893864992e-06   -3.0293533672e-07
 193.0000000   -1.4043956985e-06   -8.8495076513e-08   -9.9999420365e-08   -7.4673106274e-08
 194.0000000   -2.5036892365e-06   -1.5863598818e-07    2.6823731756e-06    2.8189778977e-07
 195.0000000   -2.8867713264e-06   -1.3803442525e-07    4.2915537199e-06    6.0866375145e-07
 196.0000000   -2.5582733935e-06   -4.2882365054e-08    3.8957918756e-06    6.8073566551e-07
 197.0000000   -1.9580191862e-06    6.6218481724e-08    1.6290569800e-06    3.7116528463e-07
 198.0000000   -1.5287379335e-06    1.2285939567e-07   -1.3958878666e-06   -2.2046728503e-07
 199.0000000   -1.4130788279e-06    9.8038223239e-08   -3.6119663261e-06   -7.9089694170e-07
 200.0000000   -1.4892074780e-06    1.8251542802e-08   -3.8871843775e-06   -1.0047520832e-06
 201.0000000   -1.5950277054e-06   -5.6189128513e-08   -2.2435914783e-06   -7.0139578288e-07
 202.0000000   -1.6710530542e-06   -7.7801944253e-08    1.5700667572e-07   -3.1588165324e-09
 203.0000000   -1.7282436703e-06   -4.6390639374e-08    1.8307338934e-06    7.3973439855e-07
 204.0000000   -1.7533424803e-06   -1.9437574101e-09    1.9993618105e-06    1.1341488256e-06
 205.0000000   -1.6957010051e-06    1.6547944784e-08    1.0156362581e-06    9.5751504472e-07
 206.0000000   -1.5470813200e-06    6.2709944550e-09   -1.3440458533e-07    2.8534946553e-07
 207.0000000   -1.3942615660e-06   -4.2649699121e-09   -7.7228540260e-07   -5.3981810919e-07
 208.0000000   -1.3564869230e-06    6.9696135484e-09   -1.0515387313e-06   -1.0886033098e-06
 209.0000000   -1.4689767128e-06    2.7041037695e-08   -1.6097072682e-06   -1.0779656984e-06
 210.0000000   -1.6349547637e-06    2.2357452941e-08   -2.7134377870e-06   -5.2363047545e-07
 211.0000000   -1.6876640113e-06   -1.7959181398e-08   -3.7446636804e-06    2.7690396368e-07
 212.0000000   -1.5170325346e-06   -5.9170075123e-08   -3.5765855494e-06    9.1476681128e-07
 213.0000000   -1.1803037197e-06   -4.9492964983e-08   -1.5777776612e-06    1.0864221324e-06
 214.0000000   -8.9733449790e-07    2.4891477592e-08    1.6173995772e-06    7.3485190025e-07
 215.0000000   -8.9513679364e-07    1.1547745947e-07    4.2979135900e-06    5.4211822175e-08
 216.0000000   -1.2232815483e-06    1.4679721894e-07    4.7871425459e-06   -6.2214992875e-07
 217.0000000   -1.7059916515e-06    8.1016714319e-08    2.6744237883e-06   -9.8277274568e-07
 218.0000000   -2.0514782049e-06   -4.8532116699e-08   -7.8143956493e-07   -8.7659785574e-07
 219.0000000   -2.0211860450e-06   -1.6411449300e-07   -3.4350044123e-06   -3.7570136466e-07
 220.0000000   -1.5723443935e-06   -2.0124951249e-07   -3.7042933555e-06    2.6413111303e-07
 221.0000000   -9.0737505136e-07   -1.4453988626e-07   -1.6609106810e-06    7.3200925730e-07
 222.0000000   -3.8321435790e-07   -2.1160357588e-08    1.0321896208e-06    8.1908348873e-07
 223.0000000   -3.1447149533e-07    1.2375952338e-07    2.3118334557e-06    5.1884317651e-07
 224.0000000   -7.7606096459e-07    2.3908371450e-07    1.1926879684e-06    1.4304937433e-08
 225.0000000   -1.5186085805e-06    2.6869842169e-07   -1.5337109425e-06   -4.3313181857e-07
 226.0000000   -2.0827608658e-06    1.6905509453e-07   -3.8883670466e-06   -6.1946073924e-07
 227.0000000   -2.0958797181e-06   -4.8507605810e-08   -4.1461256671e-06   -4.8338935158e-07
 228.0000000   -1.5577289177e-06   -2.8812809648e-07   -2.0628837177e-06   -1.1391617022e-07
 229.0000000   -8.6186126740e-07   -4.0306983632e-07    1.0031160404e-06    3.0035395640e-07
 230.0000000   -4.9057755071e-07   -2.9360666463e-07    3.1182603718e-06    5.5019194672e-07
 231.0000000   -6.1967885401e-07    1.0319611474e-09    3.1315663612e-06    4.9408383436e-07
 232.0000000   -9.9374128176e-07    3.0443923394e-07    1.3513276486e-06    1.3410562277e-07
 233.0000000   -1.2140038559e-06    4.1898319447e-07   -8.7606229246e-07   -3.6093075619e-07
 234.0000000   -1.1642860957e-06    2.7472930855e-07   -2.2355943983e-06   -7.2188625424e-07
 235.0000000   -1.1149591155e-06   -1.2369904057e-08   -2.2855837829e-06   -7.2254147114e-07
 236.0000000   -1.3571887720e-06   -2.3041688179e-07   -1.5029322331e-06   -3.2177521140e-07
 237.0000000   -1.7488410939e-06   -2.4088096374e-07   -6.6809776903e-07    2.9249435189e-07
 238.0000000   -1.7212000621e-06   -8.4144251287e-08   -2.0937654875e-07    7.9890479889e-07
 239.0000000   -8.5439678104e-07    7.0748106921e-08   -2.9506067957e-08    9.2520713560e-07
 240.0000000    5.1614045738e-07    8.5921320707e-08    1.6692162078e-07    6.0517706370e-07
 241.0000000    1.3521056332e-06   -2.3078667339e-08    4.5362434091e-07    1.4198546642e-08
 242.0000000    7.2771627102e-07   -1.1535504360e-07    5.8281638425e-07   -5.3497949082e-07
 243.0000000   -1.2734509227e-06   -7.2858678840e-08    2.6367710519e-07   -7.7104505921e-07
 244.0000000   -3.4412403018e-06    7.7638260689e-08   -4.7949160469e-07   -6.1101286923e-07
 245.0000000   -4.2987079607e-06    1.8926668165e-07   -1.2229155094e-06   -1.9085600218e-07
 246.0000000   -3.2394327451e-06    1.4174010101e-07   -1.4281195102e-06    2.3217895715e-07
 247.0000000   -9.7854520168e-07   -3.5861679759e-08   -8.6703383415e-07    4.3796849912e-07
 248.0000000    1.0302022998e-06   -1.8794669241e-07    1.6069230078e-07    3.6026607612e-07
 249.0000000    1.6690709630e-06   -1.7817374458e-07    1.0009629162e-06    9.5538678631e-08
 250.0000000    8.3788709295e-07   -1.5974529268e-08    1.0877792683e-06   -1.8232340278e-07
 251.0000000   -7.0005610404e-07    1.5540582580e-07    3.2948929916e-07   -3.2801121682e-07
 252.0000000   -2.0160154005e-06    1.9167556806e-07   -8.4002923528e-07   -2.8464666380e-07
 253.0000000   -2.6113455924e-06    7.1970037377e-08   -1.7682674521e-06   -8.5027069400e-08
 254.0000000   -2.5127001489e-06   -9.5169489500e-08   -2.0084394757e-06    1.7662008757e-07
 255.0000000   -1.9774464229e-06   -1.7600640873e-07   -1.5540892214e-06    3.7880860796e-07
 256.0000000   -1.1946713698e-06   -1.2186722958e-07   -7.5085523382e-07    4.1564109179e-07
 257.0000000   -2.3770897774e-07    7.3592790566e-09   -1.0654826456e-08    2.5116309656e-07
 258.0000000    7.8408348657e-07    1.0887030370e-07    4.2544445546e-07   -4.2971282366e-08
 259.0000000    1.5995399882e-06    1.2011269785e-07    5.3170201938e-07   -3.1077609553e-07
 260.0000000    1.8352024762e-06    5.1542720290e-08    4.0428686122e-07   -4.0304897857e-07
 261.0000000    1.2358357962e-06   -3.9975262255e-08    1.7428703815e-07   -2.7811122876e-07
 262.0000000   -1.1441385729e-07   -9.8026486519e-08   -1.5352222035e-08   -3.0830650831e-08
 263.0000000   -1.7425376137e-06   -9.5114933592e-08   -3.7466414763e-08    1.7799463642e-07
 264.0000000   -2.9797003894e-06   -3.5305817907e-08    1.2695632657e-07    2.3530605327e-07
 265.0000000   -3.3098392680e-06    5.4258687767e-08    3.0713721739e-07    1.4150785377e-07
 266.0000000   -2.6643923031e-06    1.3196987896e-07    2.1866906926e-07   -1.5016385635e-08
 267.0000000   -1.4615410439e-06    1.5348144607e-07   -2.8825176527e-07   -1.3715172024e-07
 268.0000000   -3.4722530013e-07    9.1873956252e-08   -1.0182152445e-06   -1.7821953413e-07
 269.0000000    1.9515484682e-07   -4.0536867597e-08   -1.5100073517e-06   -1.4244989418e-07
 270.0000000    1.0060431771e-07   -1.8620779624e-07   -1.4066486117e-06   -5.0987286600e-08
 271.0000000   -3.2094903206e-07   -2.6441248949e-07   -7.9554328593e-07    7.6747965859e-08
 272.0000000   -6.6562349210e-07   -2.1455763046e-07   -1.6602064660e-07    2.0847702240e-07
 273.0000000   -7.2424859271e-07   -3.6668245836e-08    2.2031283209e-08    2.8277427623e-07
 274.0000000   -5.7369396644e-07    1.9696813353e-07   -2.3573025538e-07    2.3295721633e-07
 275.0000000   -4.4533103978e-07    3.7001259272e-07   -4.9122170491e-07    4.9167808551e-08
 276.0000000   -5.1376638394e-07    3.7904554105e-07   -2.9422164249e-07   -1.7861244631e-07
 277.0000000   -7.7513293387e-07    1.9160212635e-07    3.4063464721e-07   -2.9834015914e-07
 278.0000000   -1.0780315550e-06   -1.2542900119e-07    9.1243369782e-07   -2.1021170083e-07
 279.0000000   -1.2444628926e-06   -4.2590758753e-07    8.9074328485e-07    3.0860012806e-08
 280.0000000   -1.1728746525e-06   -5.4972209095e-07    2.1674840445e-07    2.2934004704e-07
